0,1,2,3
6598-1,84,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.2, which is better.",Recommendation: yes 85 / 100 → 85 / 100
6599-1,72,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.29, which is worse.",Recommendation: meh 3.8 / 5 → 76 / 100
6600-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
6600-2,74,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.37, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
660-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
6601-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6602-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 48 / 100 → 48 / 100
6602-2,68,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.19, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6603-1,69,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 72 / 100 → 72 / 100
6604-1,62,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.1 / 5 → 62 / 100
6605-1,62,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.2 / 5 → 64 / 100
6606-1,68,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
6607-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
6608-1,71,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8 / 10 → 80 / 100
6609-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9 / 10 → 90 / 100
6610-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
661-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
6611-1,63,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.3 / 5 → 66 / 100
6612-1,61,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 66 / 100 → 66 / 100
6613-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
6614-1,81,"Average PPP for System in 1995 is 0.19. PPP for this set is 0.13, which is better.",Recommendation: yes 83 / 100 → 83 / 100
6615-1,84,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.2, which is better.",Recommendation: yes 87 / 100 → 87 / 100
6616-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.21, which is better.",Recommendation: no 59 / 100 → 59 / 100
6617-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.19, which is better.",Recommendation: meh 63 / 100 → 63 / 100
66175-1,Unknown,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 65 / 100 → 65 / 100
6618-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 39 / 100 → 39 / 100
6619-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.15, which is better.",Recommendation: no 43 / 100 → 43 / 100
66194-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
66208-1,Unknown,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: meh 74 / 100 → 74 / 100
662-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
6621-1,66,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
6622-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
66221-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
6623-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9.2 / 10 → 92 / 100
66237-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
6624-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
66246-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 6.5 / 10 → 65 / 100
6625-1,75,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.18, which is better.",Recommendation: meh 76 / 100 → 76 / 100
66255-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
6626-1,61,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
6626-2,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.15, which is better.",Recommendation: meh 63 / 100 → 63 / 100
6627-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8.75 / 10 → 88 / 100
6628-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
6628-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6629-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
6630-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
663-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
6631-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
66318-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
6632-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
6633-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
6634-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
66345-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
6636-1,47,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.34, which is worse.",Recommendation: no 5.6 / 10 → 56 / 100
66366-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
66378-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
6638-1,Unknown,"Average PPP for Constraction in 2006 is 0.21. PPP for this set is 0.09, which is better.",Recommendation: no 40 / 100 → 40 / 100
6639-1,71,"Average PPP for System in 1995 is 0.19. PPP for this set is 0.18, which is better.",Recommendation: meh 75 / 100 → 75 / 100
664-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
6641-1,81,"Average PPP for System in 1987 is 0.3. PPP for this set is 0.18, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
6642-1,72,"Average PPP for System in 1988 is 0.73. PPP for this set is 0.5, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
66428-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
6643-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
6644-1,89,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.18, which is better.",Recommendation: yes 10 / 10 → 100 / 100
6645-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9 / 10 → 90 / 100
6646-1,68,"Average PPP for System in 1991 is 0.24. PPP for this set is 0.19, which is better.",Recommendation: meh 69 / 100 → 69 / 100
6647-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6648-1,75,"Average PPP for System in 1992 is 0.38. PPP for this set is 0.22, which is better.",Recommendation: meh 75 / 100 → 75 / 100
6648-2,68,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
6649-1,86,"Average PPP for System in 1995 is 0.19. PPP for this set is 0.18, which is better.",Recommendation: yes 92 / 100 → 92 / 100
66493-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
6650-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
6651-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
6652-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.6 / 5 → 72 / 100
6653-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
66533-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.3 / 5 → 66 / 100
66534-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.5 / 5 → 70 / 100
6654-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
66542-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
66543-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
66546-1,Unknown,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: meh 4.2 / 5 → 84 / 100
6655-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
66559-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.5 / 5 → 90 / 100
6656-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
6657-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
6658-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
6659-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8.7 / 10 → 87 / 100
6660-1,86,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.25, which is better.",Recommendation: yes 9.5 / 10 → 95 / 100
6661-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
6662-1,86,"Average PPP for System in 1992 is 0.38. PPP for this set is 0.16, which is better.",Recommendation: yes 90 / 100 → 90 / 100
6663-1,75,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.16, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
6664-1,68,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.19, which is better.",Recommendation: meh 68 / 100 → 68 / 100
66650-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
6665-1,85,"Average PPP for System in 1994 is 0.21. PPP for this set is 0.16, which is better.",Recommendation: yes 46 / 50 → 92 / 100
66651-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
6666-1,85,"Average PPP for System in 1994 is 0.21. PPP for this set is 0.21, which is average.",Recommendation: yes 89 / 100 → 89 / 100
6667-1,82,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.18, which is better.",Recommendation: yes 89 / 100 → 89 / 100
6668-1,89,"Average PPP for System in 1992 is 0.38. PPP for this set is 0.15, which is better.",Recommendation: yes 94 / 100 → 94 / 100
6669-1,74,"Average PPP for System in 1991 is 0.24. PPP for this set is 0.19, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6670-1,87,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.14, which is better.",Recommendation: yes 9.5 / 10 → 95 / 100
6671-1,90,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.19, which is better.",Recommendation: yes 10 / 10 → 100 / 100
6672-1,83,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
6673-1,77,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.22, which is better.",Recommendation: meh 4 / 5 → 80 / 100
6674-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 83 / 100 → 83 / 100
6675-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8.5 / 10 → 85 / 100
6676-1,84,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
6677-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6678-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
6679-1,75,"Average PPP for System in 1991 is 0.24. PPP for this set is 0.17, which is better.",Recommendation: meh 4 / 5 → 80 / 100
6679-2,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.2 / 5 → 84 / 100
6680-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
6681-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
6682-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
6683-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.4 / 5 → 88 / 100
6684-1,79,"Average PPP for System in 1984 is 0.2. PPP for this set is 0.2, which is average.",Recommendation: yes 82 / 100 → 82 / 100
6685-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6686-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 83 / 100 → 83 / 100
6687-1,82,"Average PPP for System in 1987 is 0.3. PPP for this set is 0.18, which is better.",Recommendation: yes 83 / 100 → 83 / 100
6688-1,72,"Average PPP for System in 1985 is 0.49. PPP for this set is 0.21, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6689-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
6690-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
6691-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6692-1,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 90 / 100 → 90 / 100
6693-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 92 / 100 → 92 / 100
6694-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
6695-1,87,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9 / 10 → 90 / 100
6696-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 85 / 100 → 85 / 100
6697-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
6698-1,89,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 91 / 100 → 91 / 100
6699-1,84,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 86 / 100 → 86 / 100
670-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
6701-1,84,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.4 / 5 → 88 / 100
6702-1,84,"Average PPP for System in 1986 is 0.27. PPP for this set is 0.21, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
6703-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.3 / 5 → 86 / 100
6704-1,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.5 / 5 → 90 / 100
6705-1,78,"Average PPP for System in 1994 is 0.21. PPP for this set is 0.26, which is worse.",Recommendation: meh 3.9 / 5 → 78 / 100
6706-1,74,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.38, which is worse.",Recommendation: yes 4.3 / 5 → 86 / 100
6707-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 48 / 100 → 48 / 100
6709-1,71,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.4, which is worse.",Recommendation: meh 3.9 / 5 → 78 / 100
6710-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.6 / 5 → 92 / 100
671-1,69,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
6711-1,Unknown,"Average PPP for System in 1983 is 0.49. PPP for this set is 0.49, which is average.",Recommendation: meh 77 / 100 → 77 / 100
6712-1,72,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.23, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6713-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.15, which is better.",Recommendation: no 57 / 100 → 57 / 100
6714-1,Unknown,"Average PPP for System in 2000 is 0.26. PPP for this set is 0.28, which is worse.",Recommendation: meh 64 / 100 → 64 / 100
6716-1,81,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.21, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
6718-1,74,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.18, which is better.",Recommendation: meh 7.5 / 10 → 75 / 100
6719-1,Unknown,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.58, which is worse.",Recommendation: meh 64 / 100 → 64 / 100
6720-1,70,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.62, which is worse.",Recommendation: meh 3.8 / 5 → 76 / 100
672-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 48 / 100 → 48 / 100
6721-1,70,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.55, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
6722-1,Unknown,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.77, which is worse.",Recommendation: meh 70 / 100 → 70 / 100
673-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
6731-1,62,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.51, which is worse.",Recommendation: meh 3.8 / 5 → 76 / 100
6732-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.36, which is worse.",Recommendation: no 42 / 100 → 42 / 100
6733-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.3, which is worse.",Recommendation: no 53 / 100 → 53 / 100
6734-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.18, which is average.",Recommendation: no 61 / 100 → 61 / 100
6735-1,62,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.17, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6736-1,84,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.21, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
6737-1,65,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.2, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
6738-1,79,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.27, which is worse.",Recommendation: yes 4.2 / 5 → 84 / 100
6739-1,70,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.21, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
673F-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
6740-1,77,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.21, which is worse.",Recommendation: meh 4 / 5 → 80 / 100
674-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
6741-1,78,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
6742-1,73,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.11, which is better.",Recommendation: no 4 / 5 → 80 / 100
6743-1,77,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.1, which is better.",Recommendation: meh 4 / 5 → 80 / 100
6745-1,69,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.1, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6746-1,76,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.24, which is average.",Recommendation: meh 7.9 / 10 → 79 / 100
6747-1,70,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.1, which is better.",Recommendation: meh 3.7 / 5 → 74 / 100
6748-1,79,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.25, which is worse.",Recommendation: yes 8.4 / 10 → 84 / 100
6750-1,70,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
675-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6751-1,Unknown,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.1, which is better.",Recommendation: meh 78 / 100 → 78 / 100
6752-1,82,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.1, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
6753-1,79,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.08, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
6754-1,79,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.07, which is better.",Recommendation: yes 86 / 100 → 86 / 100
6755-1,85,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.23, which is better.",Recommendation: yes 9.9 / 10 → 99 / 100
6758-1,Unknown,"Average PPP for Baby in 2012 is 0.92. PPP for this set is 0.85, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
6759-1,Unknown,"Average PPP for Baby in 2012 is 0.92. PPP for this set is 0.97, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
6760-1,Unknown,"Average PPP for Baby in 2012 is 0.92. PPP for this set is 1.2, which is worse.",Recommendation: no 4 / 5 → 80 / 100
6761-1,86,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.26, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
6762-1,90,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.21, which is worse.",Recommendation: yes 4.6 / 5 → 92 / 100
6763-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.28, which is worse.",Recommendation: meh 75 / 100 → 75 / 100
6764-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.26, which is worse.",Recommendation: yes 81 / 100 → 81 / 100
6765-1,86,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.23, which is better.",Recommendation: yes 4.6 / 5 → 92 / 100
6766-1,85,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.27, which is worse.",Recommendation: yes 4.6 / 5 → 92 / 100
6769-1,92,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.2, which is better.",Recommendation: yes 95 / 100 → 95 / 100
6770-1,68,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
677-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.3 / 5 → 86 / 100
6771-1,67,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.2, which is better.",Recommendation: no 3.5 / 5 → 70 / 100
6772-1,74,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.17, which is better.",Recommendation: meh 4 / 5 → 80 / 100
6773-1,85,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.19, which is better.",Recommendation: yes 5 / 5 → 100 / 100
6774-1,75,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.22, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
6775-1,73,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.26, which is worse.",Recommendation: meh 4 / 5 → 80 / 100
6776-1,77,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.17, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
6780-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6781-1,91,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.25, which is better.",Recommendation: yes 4.7 / 5 → 94 / 100
6783-1,84,"Average PPP for System in 1986 is 0.27. PPP for this set is 0.33, which is worse.",Recommendation: yes 4.3 / 5 → 86 / 100
6784-1,Unknown,"Average PPP for Baby in 2012 is 0.92. PPP for this set is 0.97, which is worse.",Recommendation: no 2.9 / 5 → 58 / 100
6785-1,Unknown,"Average PPP for Baby in 2012 is 0.92. PPP for this set is 0.5, which is better.",Recommendation: no 4 / 5 → 80 / 100
6790-1,71,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.18, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
6791-1,68,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.18, which is better.",Recommendation: meh 70 / 100 → 70 / 100
6799-1,67,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.22, which is better.",Recommendation: meh 8 / 10 → 80 / 100
6800-1,62,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.1 / 5 → 62 / 100
680-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
6801-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6802-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.8 / 5 → 76 / 100
6803-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.8 / 5 → 76 / 100
6804-1,70,"Average PPP for System in 1984 is 0.2. PPP for this set is 0.12, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6805-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
6806-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6807-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
6808-1,64,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.2 / 5 → 64 / 100
6809-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 7.9 / 10 → 79 / 100
6810-1,77,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.1, which is better.",Recommendation: yes 80 / 100 → 80 / 100
681-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
6811-1,75,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.23, which is better.",Recommendation: meh 32 / 40 → 80 / 100
6812-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.5 / 5 → 90 / 100
6813-1,69,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.23, which is average.",Recommendation: yes 9 / 10 → 90 / 100
6814-1,69,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.21, which is better.",Recommendation: no 4 / 5 → 80 / 100
6815-1,69,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.16, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6816-1,Unknown,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.18, which is better.",Recommendation: meh 64 / 100 → 64 / 100
6817-1,66,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.19, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6818-1,61,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.14, which is better.",Recommendation: meh 3.7 / 5 → 74 / 100
6820-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
682-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
6821-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6822-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.6 / 5 → 72 / 100
6823-1,71,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.6 / 5 → 72 / 100
6824-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
6825-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
