,0,1,2
6578,6073-1,"CA $2,349.29",CA $233.45
6579,6074-1,"CA $1,117.20",CA $291.19
6580,6075-1,CA $564.21,CA $180.05
6581,6075-2,-,CA $315.03
6582,6076-1,CA $540.03,CA $139.07
6583,6077-1,-,CA $60.61
6584,6077-2,-,CA $282.92
6585,6078-1,CA $410.92,CA $118.51
6586,6079-1,"CA $1,089.23",CA $525.25
6587,6080-1,-,CA $380.43
6588,608-1,CA $21.94,CA $19.89
6589,6081-1,"CA $1,952.46",CA $380.82
6590,608-2,CA $202.09,CA $10.29
6591,6082-1,"CA $2,163.00",CA $219.34
6592,6083-1,-,CA $189.41
6593,6083-2,CA $253.62,CA $73.60
6594,6085-1,-,CA $326.77
6595,6086-1,-,CA $438.42
6596,6087-1,CA $482.33,CA $116.69
6597,6088-1,CA $530.31,CA $93.04
6598,6089-1,CA $405.41,CA $151.09
6599,6090-1,"CA $1,862.00",CA $414.76
6600,609-1,-,CA $15.95
6601,6091-1,CA $705.26,CA $276.64
6602,6092-1,CA $78.36,CA $40.13
6603,6092-2,CA $102.60,CA $45.45
6604,6093-1,CA $459.80,CA $248.47
6605,6094-1,CA $80.26,CA $30.71
6606,6095-1,CA $109.11,CA $66.01
6607,6096-1,-,CA $84.63
6608,6097-1,CA $623.09,CA $267.15
6609,6098-1,CA $897.41,CA $284.71
6610,6099-1,CA $369.06,CA $90.00
6611,6100-1,CA $11.49,CA $5.47
6612,610-1,CA $126.10,CA $13.58
6613,6102-1,CA $260.55,CA $99.50
6614,6103-1,CA $390.24,CA $83.93
6615,6103-2,-,CA $45.82
6616,6104-1,CA $76.98,CA $16.54
6617,6105-1,CA $120.14,CA $52.04
6618,6107-1,-,CA $8.50
6619,6109-1,-,CA $63.47
6620,6110-1,CA $38.61,CA $9.37
6621,611-1,"CA $1,926.20",CA $11.54
6622,6111-1,CA $39.12,CA $28.21
6623,611-2,-,-
6624,6112-1,-,-
6625,6114-1,CA $72.07,CA $22.64
6626,6115-1,-,CA $6.80
6627,6116-1,CA $69.73,CA $47.02
6628,6117-1,CA $71.65,CA $31.42
6629,6118-1,CA $56.88,CA $30.84
6630,6119-1,CA $58.34,CA $26.12
6631,612-1,CA $101.25,CA $12.71
6632,6125-1,CA $92.21,CA $9.83
6633,6126-1,-,CA $18.54
6634,6128-1,-,CA $12.18
6635,613-1,-,CA $11.82
6636,6131-1,-,CA $51.36
6637,6132-1,CA $89.90,CA $24.21
6638,6133-1,CA $76.79,CA $33.85
6639,6134-1,CA $76.93,CA $44.41
6640,6135-1,CA $66.61,CA $17.00
6641,6136-1,CA $167.56,CA $28.15
6642,6136-2,CA $238.85,-
6643,6137-1,CA $35.96,CA $20.71
6644,6138-1,-,CA $32.91
6645,6140-1,CA $94.03,CA $18.21
6646,614-1,CA $109.04,CA $10.50
6647,6141-1,-,CA $33.76
6648,6143-1,CA $92.46,CA $38.61
6649,6144-1,CA $42.14,CA $22.40
6650,6145-1,CA $172.40,CA $25.26
6651,6146-1,CA $39.17,CA $19.71
6652,6150-1,CA $128.29,CA $43.54
6653,6151-1,-,CA $20.19
6654,615-2,-,CA $10.62
6655,6152-1,CA $38.40,CA $30.28
6656,6153-1,CA $134.77,CA $41.27
6657,6154-1,CA $208.61,CA $91.77
6658,6155-1,CA $219.32,CA $34.58
6659,6156-1,CA $149.33,CA $80.97
6660,6157-1,CA $279.42,CA $121.26
6661,6158-1,CA $70.52,CA $56.77
6662,6160-1,CA $196.70,CA $72.34
6663,616-1,CA $109.71,CA $18.99
6664,6161-1,CA $21.12,CA $16.56
6665,6162-1,CA $52.43,CA $22.08
6666,6163-1,CA $71.95,CA $40.05
6667,6164-1,CA $78.68,CA $40.92
6668,6166-1,CA $63.73,CA $31.91
6669,6167-1,-,CA $31.12
6670,6168-1,CA $210.69,CA $68.97
6671,6168272-1,CA $250.05,-
6672,6169-1,CA $41.57,CA $10.54
6673,617-1,CA $123.81,CA $15.12
6674,6171-1,CA $61.65,CA $45.85
6675,6172-1,CA $49.37,CA $26.16
6676,6173-1,CA $18.97,CA $14.86
6677,6175-1,CA $241.76,CA $61.60
6678,6176-1,CA $113.26,CA $19.59
6679,6176782-1,CA $265.77,CA $83.49
6680,6177-1,CA $99.61,-
6681,6178-1,CA $31.97,CA $34.93
6682,6180-1,CA $409.39,CA $93.65
6683,618-1,CA $96.38,CA $25.04
6684,6186-1,CA $37.70,CA $30.17
6685,6187-1,CA $90.48,CA $25.24
6686,6190-1,CA $549.27,CA $163.03
6687,619-1,CA $220.16,CA $10.98
6688,6191-1,CA $27.95,CA $11.08
6689,6192-1,CA $20.88,CA $10.83
6690,6193-1,CA $24.34,CA $10.47
6691,6194-1,CA $60.90,CA $32.60
6692,6195-1,CA $750.00,CA $171.14
6693,6198-1,CA $347.68,CA $175.75
6694,6199-1,CA $424.07,CA $216.67
6695,6200-2,CA $66.15,CA $13.61
6696,620-1,CA $235.07,CA $21.70
6697,6201-1,-,CA $13.03
6698,620-2,-,CA $35.78
6699,6202-1,-,CA $19.35
6700,620-3,CA $18.66,CA $13.68
6701,6203-1,CA $130.82,CA $46.52
6702,6204-1,CA $242.46,CA $117.54
6703,6205-1,CA $74.54,CA $30.01
6704,6206-1,CA $151.46,CA $63.39
6705,6207-1,CA $83.94,CA $32.28
6706,6208-1,CA $198.05,CA $101.72
6707,6209-1,CA $311.33,CA $143.96
6708,6210-1,CA $552.01,CA $295.26
6709,621-1,-,CA $12.18
6710,6211-1,CA $607.54,CA $331.30
6711,621-2,-,CA $25.84
6712,6212-1,CA $202.48,CA $104.75
6713,6213-1,CA $47.00,-
6714,6216-1,CA $72.26,CA $11.37
6715,6217-1,-,CA $13.68
6716,6218-1,-,CA $16.72
6717,622-1,CA $147.60,CA $8.56
6718,6221-1,CA $42.37,CA $14.47
6719,622-2,CA $128.33,CA $22.62
6720,6222-1,CA $42.87,CA $26.15
6721,6223-1,CA $57.70,CA $16.74
6722,6227-1,CA $62.86,CA $16.82
6723,6228-1,CA $85.29,CA $13.14
6724,6229-1,CA $41.18,CA $12.74
6725,6230-1,CA $142.91,CA $30.38
6726,623-1,CA $392.92,CA $16.36
6727,6231-1,CA $79.42,CA $47.27
6728,623-2,CA $158.78,CA $19.95
6729,6232-1,CA $65.11,CA $21.17
6730,6234-1,CA $115.57,CA $14.63
6731,6235-1,CA $82.94,CA $17.24
6732,6236-1,CA $97.75,CA $28.25
6733,6237-1,CA $115.54,CA $25.53
6734,6239-1,CA $39.25,CA $23.75
6735,6240-1,CA $65.38,CA $28.25
6736,624-1,CA $52.67,CA $35.65
6737,6241-1,CA $166.76,CA $45.01
6738,6242-1,CA $354.42,CA $152.27
6739,624210-1,CA $7.02,-
6740,6243-1,CA $564.75,CA $288.26
6741,6244-1,CA $116.05,CA $99.06
6742,6244853-1,CA $91.09,-
6743,6245-1,CA $121.93,CA $31.02
6744,6246-1,CA $82.90,CA $26.04
6745,6247-1,CA $157.24,CA $32.05
6746,6248-1,CA $192.18,CA $60.49
6747,6249-1,CA $405.19,CA $175.00
6748,6250-1,CA $875.00,CA $309.23
6749,625-1,CA $155.16,CA $8.41
6750,6251-1,-,CA $40.67
6751,6252-1,CA $125.30,CA $65.07
6752,6252770-1,CA $36.01,CA $4.24
6753,6252808-1,-,-
6754,6252810-1,-,-
6755,6252811-1,-,-
6756,6252812-1,CA $47.02,-
6757,6253-1,CA $275.61,CA $123.93
6758,6254-1,CA $96.31,CA $77.87
6759,6255-1,-,-
6760,6256-1,CA $108.32,CA $65.99
6761,6257-1,-,CA $31.80
6762,6258-1,CA $144.97,CA $36.70
6763,6258620-1,CA $70.63,-
6764,6258622-1,-,-
6765,6258623-1,CA $57.79,-
6766,6259-1,CA $268.48,CA $52.55
6767,6260-1,CA $225.68,CA $47.35
6768,626-1,CA $14.42,CA $9.98
6769,6261-1,CA $549.57,CA $59.13
6770,626-2,CA $238.58,CA $8.26
6771,6262-1,-,CA $90.18
6772,6263-1,CA $513.65,CA $166.60
6773,6264-1,CA $239.00,CA $120.11
6774,6265-1,CA $385.24,CA $85.60
6775,6266-1,CA $449.45,CA $86.15
6776,6267-1,CA $610.29,CA $148.50
6777,6268-1,CA $705.36,CA $196.27
6778,6270-1,"CA $1,437.99",CA $172.67
6779,627-1,CA $33.61,CA $8.99
6780,6271-1,"CA $1,104.53",CA $453.58
6781,6273-1,"CA $1,777.55",CA $370.15
6782,6274-1,"CA $1,802.10",CA $386.39
6783,6276-1,-,CA $493.21
6784,6277-1,-,CA $550.24
6785,6278-1,CA $997.41,CA $299.52
6786,6279-1,CA $733.16,CA $310.17
6787,6280-1,CA $764.12,CA $308.43
6788,628-1,CA $26.36,CA $22.50
6789,6281-1,"CA $2,106.59",CA $618.66
6790,6282-1,CA $50.94,CA $14.25
6791,628-3,CA $22.97,CA $15.51
6792,6283-1,CA $40.45,CA $18.13
6793,6285-1,"CA $2,575.64",CA $652.99
6794,6286-1,"CA $3,421.28",CA $883.35
6795,6289-1,CA $746.13,CA $360.92
6796,6290-1,CA $689.09,CA $561.33
6797,629-1,CA $23.43,-
6798,6291-1,CA $751.17,CA $358.44
6799,6292-1,-,CA $260.00
6800,6293-1,CA $84.28,CA $18.72
6801,6296-1,CA $433.90,CA $227.39
6802,6299-1,CA $139.90,CA $92.47
6803,6-3,-,CA $115.48
6804,630-1,CA $4.91,CA $2.47
6805,6301-1,CA $234.56,CA $42.89
6806,6302-1,CA $225.37,CA $36.19
6807,630-3,CA $1.63,CA $0.60
6808,6304-1,CA $49.28,CA $18.64
6809,6305-1,CA $40.33,CA $13.85
6810,6306-1,CA $86.20,CA $23.98
6811,6307-1,-,CA $28.77
6812,6307985-1,CA $56.06,-
6813,6307986-1,CA $48.24,CA $18.29
6814,6307987-1,CA $57.20,-
6815,6307988-1,CA $57.52,CA $18.29
6816,6308-1,-,CA $457.27
6817,6309-1,CA $201.85,CA $18.77
6818,6310-1,CA $50.15,CA $19.44
6819,631-1,CA $27.11,CA $12.20
6820,6311-1,CA $36.44,CA $21.06
6821,6311314-1,CA $5.32,-
6822,6312-1,CA $51.98,CA $23.96
6823,6313092-1,CA $14.43,-
6824,6313-1,CA $42.48,CA $16.82
6825,6313388-1,CA $25.68,-
6826,6314-1,CA $50.54,CA $22.11
6827,6315023-1,CA $50.54,-
6828,6315025-1,CA $390.24,-
6829,6315-1,CA $35.70,CA $22.80
6830,6316-1,CA $27.56,CA $10.86
6831,6317-1,CA $57.29,CA $20.50
6832,6317939-1,CA $86.34,CA $125.38
6833,6317941-1,CA $28.94,-
6834,6317942-1,CA $37.97,-
6835,6318-1,CA $41.09,CA $29.99
6836,6319-1,CA $39.87,CA $26.95
6837,6320-1,CA $40.83,CA $25.82
6838,632-1,CA $22.57,CA $8.69
6839,6321-1,CA $41.54,CA $22.84
6840,6322-1,CA $50.46,CA $27.86
6841,6322718-1,CA $102.73,-
6842,6322719-1,CA $161.83,-
6843,6323-1,CA $28.58,CA $19.15
6844,6324-1,CA $25.34,CA $5.24
6845,6325-1,CA $33.78,CA $6.57
6846,6326-1,CA $44.90,CA $20.83
6847,6327-1,CA $42.35,CA $9.46
6848,6328-1,CA $53.92,CA $21.42
6849,6329-1,CA $49.44,CA $41.38
6850,6330-1,CA $160.45,CA $74.13
6851,633-1,CA $25.70,CA $15.66
6852,6331-1,CA $91.46,CA $24.92
6853,6332-1,CA $267.18,CA $61.40
6854,6333-1,CA $24.60,CA $9.47
6855,6334-1,CA $120.70,CA $33.51
6856,6335-1,CA $589.52,CA $75.48
6857,6336-1,CA $144.85,CA $24.04
6858,6337-1,CA $333.04,CA $103.84
6859,6338-1,-,CA $124.56
6860,6339-1,-,CA $155.76
6861,6340-1,CA $175.18,CA $34.37
6862,634-1,CA $25.19,CA $8.71
6863,6341-1,-,CA $23.51
6864,6342-1,CA $120.65,CA $27.85
6865,6344-1,CA $137.85,CA $25.58
6866,6345-1,CA $224.38,CA $58.92
6867,6346-1,CA $491.73,CA $66.11
6868,6347-1,CA $452.66,CA $347.22
6869,6348-1,CA $345.39,CA $45.45
6870,6349-1,-,CA $118.03
6871,6350-1,CA $311.88,CA $56.83
6872,635-1,CA $21.14,CA $16.93
6873,6351-1,CA $193.29,CA $41.39
6874,6352-1,CA $222.89,CA $43.57
6875,6353-1,CA $305.89,CA $41.88
6876,6354-1,CA $171.49,CA $30.34
6877,6355-1,CA $289.05,CA $37.89
6878,6356-1,CA $227.25,CA $36.86
6879,6357-1,CA $238.17,CA $29.65
6880,6358-1,CA $805.24,CA $31.13
6881,6359-1,CA $260.42,CA $34.06
6882,6360-1,CA $510.76,CA $71.27
6883,636-1,CA $14.11,CA $6.25
6884,6361-1,CA $344.79,CA $35.31
6885,6362-1,CA $782.05,CA $80.31
6886,6363-1,CA $454.99,CA $51.61
6887,6364-1,-,CA $63.90
6888,6365-1,CA $427.71,CA $84.82
6889,6366-1,-,CA $38.96
6890,6367-1,-,CA $42.76
6891,6368-1,CA $436.48,CA $51.85
6892,6369-1,CA $435.69,CA $46.84
6893,6370-1,CA $720.93,CA $104.78
6894,637-1,-,CA $56.62
6895,6371-1,"CA $2,037.41",CA $116.00
6896,6372-1,CA $503.74,CA $86.75
6897,6373-1,"CA $1,092.01",CA $85.94
6898,6374-1,-,CA $134.00
6899,6375-1,CA $574.11,CA $73.92
6900,6375-2,"CA $1,884.35",CA $183.06
6901,6376-1,CA $288.24,CA $92.08
6902,6377-1,-,CA $136.11
6903,6378-1,CA $976.49,CA $105.63
6904,6379-1,CA $479.40,CA $91.00
6905,6380-1,CA $625.33,CA $163.39
6906,6381-1,CA $247.90,CA $58.90
6907,6382-1,-,CA $97.01
6908,6383-1,-,CA $376.18
6909,6384-1,-,CA $93.13
6910,6385-1,CA $782.83,CA $84.86
6911,6386-1,-,CA $87.19
6912,6387-1,CA $704.99,CA $84.31
6913,6388-1,CA $784.14,CA $104.41
6914,6389-1,CA $759.33,CA $112.61
6915,6390-1,"CA $4,494.47",CA $267.49
6916,639-1,-,CA $44.67
6917,6391-1,CA $282.10,CA $221.04
6918,6392-1,CA $861.97,CA $154.38
6919,6393-1,"CA $4,879.71",CA $293.46
6920,6394-1,"CA $1,097.07",CA $210.03
6921,6395-1,-,CA $186.89
6922,6396-1,CA $698.74,CA $198.12
6923,6397-1,CA $305.99,CA $143.35
6924,6398-1,CA $568.98,CA $116.18
6925,6399-1,-,"CA $1,406.90"
6926,6400-1,CA $15.92,CA $3.74
6927,640-1,-,CA $21.58
6928,6401-1,CA $62.74,CA $16.56
6929,640-2,-,CA $22.06
6930,6402-1,CA $74.46,CA $29.14
6931,6403-1,CA $176.00,CA $28.95
6932,6404-1,CA $103.48,CA $22.47
6933,6405-1,CA $89.89,CA $32.22
6934,6406-1,CA $15.84,CA $4.95
6935,6407-1,CA $22.02,CA $5.63
6936,6409-1,CA $214.47,CA $52.10
6937,6410-1,CA $150.30,CA $63.40
6938,641-1,CA $280.54,CA $13.52
6939,6411-1,CA $380.01,CA $87.39
6940,6414-1,CA $503.96,CA $131.47
6941,6415-1,CA $12.59,CA $4.98
6942,6416-1,CA $619.79,CA $152.36
6943,6417-1,CA $68.41,CA $20.54
6944,6418-1,CA $449.43,CA $159.55
6945,6419-1,CA $363.50,CA $81.21
6946,6420-1,CA $54.80,CA $24.31
6947,642-1,-,CA $6.77
6948,642-2,CA $391.81,CA $23.73
6949,6422-1,CA $39.18,CA $12.44
6950,6423-1,CA $16.58,CA $6.42
6951,6424-1,CA $39.18,CA $16.09
6952,6425-1,CA $33.42,CA $6.52
6953,6426-1,CA $207.39,CA $45.07
6954,6427-1,CA $47.85,CA $40.60
6955,6428-1,CA $21.40,CA $7.10
6956,6429-1,CA $25.68,CA $14.11
6957,6430-1,CA $334.56,CA $42.62
6958,643-1,-,CA $18.32
6959,6431-1,CA $29.44,CA $7.70
6960,643-2,CA $391.81,CA $24.48
6961,6432-1,CA $61.84,CA $20.25
6962,6433-1,-,CA $29.98
6963,6434-1,CA $80.15,CA $41.98
6964,6435-1,CA $303.08,CA $58.11
6965,6436-1,CA $22.11,CA $4.11
6966,6437-1,CA $15.37,CA $5.42
6967,6439-1,CA $31.29,CA $11.17
6968,6440-1,CA $337.03,CA $42.96
6969,644-1,-,CA $28.12
6970,6441-1,-,CA $107.60
6971,644-2,-,CA $15.54
6972,6442-1,CA $138.40,CA $38.46
6973,6444-1,CA $93.04,CA $58.82
6974,6445-1,CA $61.97,CA $14.67
6975,6446-1,CA $23.51,CA $7.68
6976,6447-1,CA $30.51,CA $10.27
6977,6450-1,CA $494.33,CA $55.40
6978,645-1,CA $210.69,CA $8.24
6979,6451-1,CA $95.17,CA $23.22
6980,645-2,CA $195.90,CA $42.56
6981,6452-1,CA $25.57,CA $7.13
6982,6453-1,CA $52.21,CA $11.60
6983,6454-1,CA $77.04,CA $34.77
6984,6455-1,CA $115.27,CA $48.01
6985,6456-1,CA $361.87,CA $103.49
6986,6457-1,CA $24.45,CA $10.73
6987,6458-1,CA $52.50,CA $16.35
6988,6459-1,CA $57.31,CA $19.16
6989,646-1,CA $250.00,CA $19.34
6990,6461-1,CA $32.86,CA $6.82
6991,646-2,-,CA $23.46
6992,6462-1,CA $205.40,CA $40.60
6993,6463-1,CA $26.05,CA $9.88
6994,6464-1,CA $833.55,CA $77.87
6995,6465-1,CA $43.47,CA $10.87
6996,6467-1,CA $32.10,CA $15.43
6997,6468-1,CA $10.92,CA $8.60
6998,6469-1,CA $116.64,CA $125.99
6999,6470-1,CA $22.29,CA $5.95
7000,647-1,-,CA $19.85
7001,6471-1,CA $24.13,CA $5.91
7002,6472-1,CA $337.70,CA $94.27
7003,6473-1,-,CA $75.34
7004,6474-1,CA $27.38,CA $10.31
7005,6477-1,CA $53.36,CA $31.16
7006,6478-1,CA $76.02,CA $53.80
7007,6479-1,CA $320.97,CA $123.23
7008,6480-1,CA $437.64,CA $68.04
7009,648-1,-,CA $45.23
7010,6481-1,CA $444.57,CA $82.06
7011,6482-1,CA $455.22,CA $88.39
7012,6483-1,CA $421.21,CA $96.17
7013,6484-1,CA $336.01,CA $125.43
7014,6486-1,CA $7.84,CA $12.05
7015,6487-1,CA $30.82,CA $15.34
7016,6489-1,CA $186.53,CA $68.31
7017,6490-1,CA $378.82,CA $47.46
7018,649-1,-,CA $34.14
7019,6491-1,CA $31.34,CA $8.17
7020,6492-1,CA $89.89,CA $34.11
7021,6493-1,CA $167.74,CA $62.61
7022,6494-1,CA $333.83,CA $93.29
7023,6495-1,-,CA $16.57
7024,6496-1,-,CA $45.22
7025,6497-1,CA $129.82,CA $87.42
7026,6498-1,CA $13.92,CA $4.94
7027,6499-1,CA $54.55,CA $37.88
7028,650-1,CA $133.22,CA $22.30
7029,6501-1,CA $89.12,CA $10.36
7030,6502-1,CA $114.11,CA $6.26
7031,65028-1,"CA $1,443.16",-
7032,65030-1,CA $150.00,-
7033,6503-1,CA $60.53,CA $7.32
7034,65034-1,"CA $1,438.72",-
7035,6504-1,CA $192.40,CA $5.82
7036,6505-1,CA $89.12,CA $9.89
7037,6506-1,CA $147.59,CA $7.38
7038,65062-1,CA $22.47,-
7039,6507-1,CA $45.33,CA $6.43
7040,6508-1,CA $104.30,CA $6.27
7041,65081-1,CA $299.88,-
7042,6509-1,CA $34.42,CA $6.87
7043,6510-1,CA $29.97,CA $7.81
7044,651-1,CA $216.28,CA $23.37
7045,6511-1,CA $32.60,CA $6.16
7046,6512-1,CA $39.29,CA $6.89
7047,6513-1,CA $25.82,CA $6.08
7048,6514-1,CA $36.83,CA $5.87
7049,6515-1,CA $46.98,CA $7.08
7050,65153-1,"CA $1,580.20",CA $288.93
7051,6516-1,CA $33.62,CA $6.52
7052,6517-1,CA $31.73,CA $6.01
7053,6518-1,CA $30.60,CA $7.18
7054,65182-1,CA $229.12,CA $93.76
7055,6519-1,CA $34.26,CA $5.75
7056,6520-1,CA $102.72,CA $48.17
7057,6521-1,CA $274.10,CA $13.27
7058,652-2,CA $235.09,CA $32.29
7059,6522-1,CA $110.14,CA $16.52
7060,65221-1,CA $237.93,-
7061,6523-1,CA $140.09,CA $9.65
7062,6524-1,CA $145.60,CA $9.65
7063,6525-1,CA $31.41,CA $7.90
7064,6526-1,CA $63.45,CA $6.34
7065,6527-1,CA $169.69,CA $8.93
7066,65277-1,-,-
7067,6528-1,CA $45.78,CA $7.70
7068,6529-1,CA $76.84,CA $8.95
7069,6530-1,CA $165.28,CA $9.78
7070,653-1,CA $126.16,CA $16.66
7071,6531-1,CA $143.32,CA $9.97
7072,6532-1,CA $111.17,CA $10.54
7073,6533-1,CA $60.86,CA $7.97
7074,6534-1,CA $33.56,CA $9.36
7075,6535-1,CA $41.37,CA $11.57
7076,6536-1,CA $35.25,CA $8.28
7077,6537-1,CA $44.99,CA $7.79
7078,6538-1,CA $47.56,CA $10.25
7079,6539-1,CA $329.04,CA $72.05
7080,6540-1,CA $494.10,CA $117.76
7081,654-1,-,CA $19.91
7082,6541-1,CA $550.86,CA $187.51
7083,6542-1,"CA $2,156.02",CA $353.62
7084,6543-1,CA $476.43,CA $195.83
7085,6544-1,CA $321.30,CA $111.32
7086,6545-1,CA $256.76,CA $29.41
7087,6546-1,CA $43.24,CA $9.81
7088,65468-1,-,CA $109.71
7089,6547-1,-,CA $130.30
7090,6548-1,CA $97.88,CA $48.39
7091,6549-1,CA $91.70,CA $30.13
7092,6550-1,CA $36.61,CA $7.87
7093,655-1,CA $442.74,CA $25.28
7094,6551-1,CA $182.41,CA $39.73
7095,6552-1,CA $179.04,CA $84.20
7096,65524-1,"CA $1,350.00",-
7097,6553-1,CA $89.88,CA $27.57
7098,65535-1,CA $97.56,CA $38.52
7099,65537-1,-,CA $783.54
7100,6554-1,CA $229.50,CA $53.93
7101,6555-1,CA $101.87,CA $11.30
7102,6556-1,CA $31.58,CA $12.17
7103,6557-1,CA $397.60,CA $227.25
7104,65572-1,"CA $6,313.47",-
7105,6558-1,CA $117.53,CA $53.04
7106,6559-1,CA $331.76,CA $156.88
7107,6560-1,CA $432.24,CA $252.32
7108,656-1,CA $210.69,CA $18.50
7109,6561-1,CA $282.10,CA $89.84
7110,6562-1,CA $173.10,CA $55.62
7111,6563-1,CA $176.76,CA $34.96
7112,6564-1,CA $35.12,CA $10.99
7113,6565-1,CA $24.96,CA $18.31
7114,6566-1,CA $101.87,CA $34.52
7115,6567-1,CA $26.47,CA $5.43
7116,6568-1,CA $57.79,CA $39.62
7117,6569-1,CA $126.80,-
7118,657-1,CA $156.57,CA $13.14
7119,6571-1,CA $705.26,CA $90.62
7120,6572-1,CA $41.83,CA $8.48
7121,6573-1,CA $62.06,CA $21.67
7122,6575-1,CA $121.99,CA $103.21
7123,65757-1,CA $238.66,CA $62.69
7124,65766-1,"CA $1,091.39",-
7125,65767-1,-,-
7126,65769-1,CA $94.81,-
7127,6577-1,CA $19.20,CA $7.10
7128,65771-1,CA $473.84,CA $200.00
7129,65777-1,CA $250.76,-
7130,6578-1,CA $38.91,CA $6.84
7131,6579-1,CA $27.36,CA $9.18
7132,65799-1,CA $371.34,-
7133,6580-1,CA $88.32,CA $14.46
7134,65801-1,"CA $1,175.43",-
7135,658-1,-,CA $12.86
7136,6581-1,CA $64.81,CA $21.11
7137,65813-1,-,CA $86.20
7138,6582-1,-,CA $42.66
7139,6584-1,-,CA $82.01
7140,6585-1,CA $33.82,CA $6.22
7141,6586-1,CA $27.22,CA $18.32
7142,6589-1,CA $53.71,CA $15.40
7143,6590-1,CA $128.35,CA $32.29
7144,659-1,CA $129.94,CA $19.16
7145,6591-1,CA $340.41,CA $43.24
7146,6592-1,CA $313.45,CA $58.34
7147,6593-1,CA $213.52,CA $17.16
7148,6594-1,CA $152.52,CA $25.50
7149,6595-1,CA $85.72,CA $33.72
7150,6596-1,CA $118.65,CA $23.43
7151,6597-1,CA $786.57,CA $238.64
7152,6598-1,CA $372.40,CA $147.85
7153,6599-1,CA $215.73,CA $21.10
7154,6600-1,-,CA $19.44
7155,6600-2,CA $289.73,CA $146.82
7156,660-1,CA $112.81,CA $20.45
7157,6601-1,CA $267.16,CA $15.63
7158,6602-1,-,CA $12.57
7159,6602-2,CA $32.44,CA $11.29
7160,6603-1,CA $99.72,CA $9.65
7161,6604-1,CA $125.36,CA $6.89
7162,6605-1,CA $87.77,CA $8.23
7163,6606-1,CA $94.69,CA $8.28
7164,6607-1,CA $79.21,CA $6.56
7165,6608-1,CA $86.82,CA $10.32
7166,6609-1,-,CA $6.63
7167,6610-1,CA $340.42,CA $12.52
7168,661-1,CA $117.54,CA $22.78
7169,6611-1,CA $73.78,CA $4.89
7170,66116-1,CA $274.27,-
7171,6612-1,CA $270.20,CA $8.60
7172,6613-1,CA $233.52,CA $14.21
7173,6614-1,CA $64.14,CA $19.14
7174,6615-1,CA $46.79,CA $16.79
7175,6616-1,CA $42.12,CA $17.22
7176,6617-1,CA $61.72,CA $34.21
7177,66175-1,CA $292.74,-
7178,66177-1,CA $210.69,-
7179,6618-1,CA $15.37,CA $4.11
7180,6619-1,CA $17.19,CA $3.10
7181,66194-1,CA $744.42,-
7182,6620-1,CA $590.69,CA $71.31
7183,66208-1,CA $69.64,CA $46.47
7184,662-1,CA $93.20,CA $10.27
7185,6621-1,CA $66.63,CA $11.05
7186,6622-1,CA $141.05,CA $19.42
7187,6623-1,CA $235.24,CA $8.23
7188,66239-1,"CA $1,086.88",-
7189,6624-1,CA $399.05,CA $10.32
7190,66246-1,-,-
7191,66247-1,CA $112.84,-
7192,6625-1,CA $117.54,CA $12.75
7193,66256-1,CA $359.56,-
7194,66258-1,CA $473.28,-
7195,6626-1,CA $30.04,CA $22.51
7196,6626-2,CA $21.71,CA $7.80
7197,6627-1,CA $213.19,CA $10.76
7198,6628-1,CA $295.36,CA $10.39
7199,6628-2,-,CA $16.05
7200,66290-1,CA $505.79,-
7201,6629-1,CA $186.33,CA $13.46
7202,6630-1,CA $121.99,CA $8.55
7203,66305-1,CA $219.41,CA $139.30
7204,66306-1,CA $212.51,-
7205,66307-1,CA $94.40,-
7206,66308-1,CA $371.65,CA $190.29
7207,663-1,-,CA $17.50
7208,6631-1,CA $146.14,CA $10.04
7209,66318-1,CA $339.71,-
7210,6632-1,CA $172.40,CA $12.32
7211,66325-1,CA $796.67,-
7212,66326-1,CA $177.24,-
7213,66328-1,CA $130.22,-
7214,66329-1,CA $83.40,CA $23.51
7215,66330-1,CA $367.51,-
7216,6633-1,-,CA $21.11
7217,66331-1,-,-
7218,6634-1,-,CA $10.13
7219,66341-1,CA $205.57,-
7220,66342-1,CA $182.26,CA $96.31
7221,66345-1,-,-
7222,66358-1,CA $305.61,-
7223,66359-1,CA $548.53,-
7224,66360-1,CA $280.54,-
7225,6636-1,CA $263.94,CA $76.24
7226,66361-1,-,CA $190.69
7227,66362-1,CA $106.21,CA $70.53
7228,66364-1,CA $215.53,CA $125.36
7229,66365-1,CA $170.60,-
7230,66366-1,CA $217.62,CA $156.65
7231,66368-1,CA $185.99,CA $148.87
7232,6637-1,-,CA $130.59
7233,66374-1,CA $901.16,-
7234,66375-1,CA $90.31,CA $45.14
7235,66377-1,CA $431.45,-
7236,66378-1,CA $250.76,-
7237,6638-1,-,-
7238,66383-1,CA $132.49,-
7239,66387-1,-,-
7240,66389-1,-,-
7241,6639-1,CA $23.49,CA $10.31
7242,66395-1,CA $222.10,-
7243,66396-1,CA $243.02,-
7244,66405-1,CA $732.76,-
7245,66409-1,-,-
7246,664-1,CA $126.95,CA $38.68
7247,6641-1,CA $109.57,CA $12.54
7248,66411-1,CA $282.88,CA $101.04
7249,6642-1,-,CA $11.10
7250,66426-1,CA $140.62,-
7251,66427-1,CA $202.17,-
7252,6643-1,-,CA $15.06
7253,66431-1,CA $374.98,-
